employee_id,age,education_level,department,job_role,years_experience,training_hours,avg_monthly_hours,satisfaction_level,last_performance_score,absenteeism_days,promotion_last_5yrs,performance_label
E11821,51,Bachelors,IT,Manager,30,40,176,0.597,3,2,0,Medium
E11822,33,High School,Sales,Executive,13,37,179,0.731,5,0,0,Medium
E11823,55,PhD,R&D,Analyst,40,37,155,0.844,2,4,0,Medium
E11824,51,PhD,Finance,Manager,32,35,123,0.553,3,5,0,Low
E11825,56,Masters,Production,Analyst,38,36,145,0.522,4,2,0,Medium
E11826,25,Bachelors,HR,Technician,6,46,158,0.704,1,1,0,Low
E11827,59,Bachelors,R&D,Technician,40,44,144,0.797,5,3,0,High
E11828,45,Masters,IT,Technician,23,37,139,0.963,5,5,0,Medium
E11829,59,Masters,R&D,Executive,40,45,161,0.507,1,2,0,Low
E11830,35,Bachelors,HR,Manager,18,34,209,0.643,2,2,0,Low
E11831,58,Bachelors,HR,Operator,40,49,150,0.912,4,1,0,High
E11832,44,Bachelors,R&D,Analyst,26,40,160,1.0,5,2,0,High
E11833,24,Masters,IT,Operator,2,43,134,0.521,1,4,0,Low
E11834,37,Bachelors,Production,Manager,13,48,185,0.567,5,2,0,Medium
E11835,27,Bachelors,IT,Operator,7,39,177,0.769,2,1,0,Medium
E11836,57,Bachelors,R&D,Engineer,34,38,176,0.596,2,3,0,Low
E11837,33,Bachelors,IT,Technician,10,24,187,0.563,2,4,0,Low
E11838,30,Bachelors,Finance,Manager,14,26,151,0.744,4,1,1,Medium
E11839,43,High School,R&D,Analyst,25,42,154,0.979,2,2,0,Medium
E11840,38,Masters,R&D,Technician,20,31,194,0.464,3,4,0,Low
E11841,25,Bachelors,HR,Analyst,7,36,173,0.97,1,1,0,Medium
E11842,53,Bachelors,Production,Engineer,31,35,116,0.597,1,3,0,Low
E11843,54,Bachelors,Production,Manager,39,30,169,0.762,4,4,0,High
E11844,50,Bachelors,HR,Operator,34,44,148,0.986,2,1,0,Medium
E11845,45,Bachelors,R&D,Executive,24,41,178,0.759,4,1,0,Medium
E11846,37,Bachelors,HR,Engineer,16,40,168,0.646,4,3,0,Medium
E11847,42,High School,Production,Technician,24,39,125,0.829,5,1,0,High
E11848,41,Masters,Sales,Engineer,23,49,165,0.669,1,4,0,Low
E11849,28,Bachelors,HR,Analyst,8,40,164,0.794,5,1,0,Medium
E11850,25,Bachelors,HR,Executive,5,48,167,0.663,5,3,0,Medium
E11851,31,Bachelors,IT,Analyst,12,42,172,0.855,3,3,0,Medium
E11852,39,Masters,HR,Technician,19,35,190,0.449,1,1,0,Low
E11853,28,Bachelors,IT,Executive,6,35,168,0.518,1,1,0,Low
E11854,26,Masters,Finance,Engineer,5,38,160,0.446,3,2,0,Low
E11855,54,Masters,Finance,Analyst,35,48,183,0.69,1,0,0,Medium
E11856,36,Bachelors,Sales,Executive,14,29,205,0.425,1,5,0,Low
E11857,44,Bachelors,Sales,Operator,21,45,178,0.575,3,2,0,Low
E11858,41,Masters,Sales,Analyst,22,41,164,0.501,3,2,0,Medium
E11859,49,Bachelors,Production,Executive,35,31,169,0.966,5,2,0,High
E11860,50,Bachelors,IT,Engineer,35,40,165,0.522,5,4,0,Medium
E11861,33,Bachelors,IT,Operator,10,47,160,0.468,2,1,0,Low
E11862,54,Bachelors,Finance,Technician,34,39,203,0.745,2,2,0,Medium
E11863,36,High School,IT,Engineer,20,37,145,1.0,1,1,0,Medium
E11864,53,Bachelors,HR,Engineer,34,42,183,0.679,2,1,0,Medium
E11865,37,High School,IT,Operator,19,36,157,0.693,3,2,0,Medium
E11866,26,Bachelors,Finance,Executive,5,32,130,0.932,5,1,0,High
E11867,50,Bachelors,Sales,Executive,34,41,156,0.858,5,2,0,Medium
E11868,23,Masters,IT,Analyst,8,44,149,0.777,5,1,0,High
E11869,51,High School,R&D,Engineer,35,44,172,0.595,3,2,0,Medium
E11870,23,Bachelors,Sales,Engineer,4,48,162,0.782,4,3,0,Medium
E11871,29,Bachelors,HR,Manager,11,39,140,0.455,4,4,0,Low
E11872,44,High School,R&D,Operator,26,32,189,0.588,2,1,0,Medium
E11873,57,Bachelors,R&D,Analyst,40,39,182,0.958,3,3,0,Medium
E11874,37,High School,HR,Technician,20,39,192,0.934,3,2,0,Medium
E11875,26,Bachelors,IT,Operator,8,37,165,0.779,2,3,0,Medium
E11876,30,Bachelors,R&D,Technician,11,46,159,0.353,3,3,0,Low
E11877,56,Bachelors,R&D,Engineer,34,37,174,0.483,3,4,0,Low
E11878,49,Bachelors,Finance,Engineer,29,43,148,0.578,1,2,0,Low
E11879,25,High School,Sales,Executive,3,40,163,0.669,4,2,0,Medium
E11880,36,High School,R&D,Analyst,18,37,156,0.475,5,2,0,Medium
E11881,32,High School,Sales,Technician,13,46,131,0.656,4,3,0,Medium
E11882,28,Bachelors,Production,Analyst,10,31,163,1.0,5,1,0,High
E11883,54,Bachelors,HR,Manager,34,38,151,0.772,3,3,0,Medium
E11884,45,Bachelors,Finance,Executive,24,50,155,0.739,1,4,0,Low
E11885,28,Bachelors,HR,Engineer,11,38,167,0.517,2,3,0,Low
E11886,46,High School,HR,Engineer,27,38,185,0.405,5,2,0,Medium
E11887,37,Masters,IT,Technician,16,44,143,0.479,1,1,0,Low
E11888,24,High School,Finance,Technician,4,48,153,0.398,3,4,0,Low
E11889,39,High School,HR,Engineer,22,34,145,0.714,1,0,0,Low
E11890,29,High School,HR,Engineer,11,43,143,0.769,2,3,0,Low
E11891,31,PhD,Production,Operator,15,30,148,0.526,1,3,0,Low
E11892,55,Bachelors,HR,Manager,40,29,156,0.727,1,1,0,Low
E11893,48,Bachelors,HR,Engineer,33,35,172,0.964,1,2,0,Low
E11894,27,PhD,Finance,Analyst,10,48,166,1.0,3,1,1,Medium
E11895,54,High School,Sales,Operator,35,37,139,0.839,4,2,0,High
E11896,43,PhD,Production,Operator,26,36,186,0.669,2,3,0,Low
E11897,55,Bachelors,Production,Engineer,38,46,179,0.833,5,2,0,High
E11898,50,Bachelors,Production,Engineer,31,40,142,0.943,2,3,0,Medium
E11899,34,Bachelors,HR,Operator,16,47,184,0.339,4,0,0,Medium
E11900,42,Bachelors,Sales,Engineer,22,36,167,0.967,3,2,0,High
E11901,42,Masters,R&D,Executive,24,43,157,0.602,4,5,0,Medium
E11902,49,High School,R&D,Executive,33,34,167,0.604,5,1,0,Medium
E11903,31,PhD,Production,Operator,14,40,159,0.636,5,3,0,Medium
E11904,34,Bachelors,IT,Engineer,14,45,171,0.758,3,1,0,Medium
E11905,31,Bachelors,Production,Executive,10,44,164,0.5,5,3,0,Medium
E11906,33,PhD,Finance,Technician,14,38,153,0.649,4,4,0,Medium
E11907,28,High School,Finance,Technician,13,42,119,0.795,2,5,0,Low
E11908,23,Masters,Sales,Engineer,4,41,171,0.739,5,0,0,Medium
E11909,57,Bachelors,Sales,Executive,39,37,153,0.769,1,1,0,Medium
E11910,24,Masters,Sales,Technician,5,38,176,0.642,3,2,0,Low
E11911,55,High School,IT,Executive,35,41,170,0.825,1,1,0,Low
E11912,22,Bachelors,HR,Analyst,0,34,153,0.89,4,1,0,Medium
E11913,51,Bachelors,Production,Technician,31,37,180,0.879,5,0,0,High
E11914,34,Bachelors,Sales,Engineer,20,45,164,0.777,5,1,0,High
E11915,41,High School,Production,Executive,25,36,163,0.869,1,2,0,Low
E11916,32,Bachelors,Finance,Manager,12,44,157,0.857,2,3,0,Medium
E11917,40,Masters,Sales,Analyst,19,39,194,1.0,2,1,0,Medium
E11918,39,High School,Sales,Operator,20,39,146,0.919,1,1,0,Medium
E11919,42,Masters,R&D,Operator,26,39,154,0.684,3,0,0,Medium
E11920,36,PhD,R&D,Executive,13,40,135,0.536,1,3,0,Low
E11921,42,High School,HR,Manager,25,38,175,0.653,4,2,0,Medium
E11922,53,High School,IT,Operator,36,47,148,0.64,3,2,0,Medium
E11923,38,Bachelors,Sales,Manager,19,34,151,0.792,3,3,0,Medium
E11924,35,High School,Sales,Manager,14,42,150,0.574,5,5,0,Medium
E11925,27,Bachelors,Finance,Analyst,8,34,161,0.915,4,1,0,Medium
E11926,35,Bachelors,Production,Engineer,18,34,135,0.45,2,2,0,Low
E11927,26,Bachelors,HR,Executive,7,36,115,0.406,3,3,0,Low
E11928,28,Bachelors,Production,Executive,7,44,169,0.676,5,2,0,Medium
E11929,58,Bachelors,R&D,Executive,36,38,118,0.548,5,1,0,Medium
E11930,25,Bachelors,R&D,Analyst,10,34,177,0.474,4,2,0,Medium
E11931,40,Bachelors,Sales,Manager,23,31,191,0.585,1,3,0,Low
E11932,53,Bachelors,R&D,Manager,36,40,157,0.563,3,1,0,Medium
E11933,58,Masters,R&D,Analyst,37,39,186,0.702,5,1,0,High
E11934,27,Bachelors,IT,Manager,13,42,160,0.588,1,6,0,Low
E11935,28,Bachelors,Sales,Executive,8,30,192,0.603,3,3,0,Low
E11936,36,Bachelors,HR,Engineer,18,36,151,0.699,3,2,0,Medium
E11937,43,High School,R&D,Manager,23,30,113,0.883,2,1,0,Medium
E11938,58,Bachelors,Sales,Engineer,40,42,158,0.965,2,6,0,Medium
E11939,29,High School,Sales,Engineer,8,25,194,0.727,5,2,0,Medium
E11940,28,PhD,IT,Engineer,11,39,171,0.741,3,6,0,Low
E11941,31,Bachelors,Production,Engineer,14,44,150,0.667,5,2,0,Medium
E11942,55,Masters,IT,Operator,39,48,167,0.787,3,2,0,Medium
E11943,23,High School,Sales,Manager,6,57,179,0.77,5,3,0,High
E11944,36,Bachelors,Production,Executive,16,37,158,0.939,4,0,0,Medium
E11945,26,Bachelors,IT,Executive,6,41,213,0.36,5,1,0,Low
E11946,27,Bachelors,Finance,Operator,10,38,150,0.658,2,0,0,Medium
E11947,56,Masters,HR,Technician,36,36,180,0.761,2,3,0,Medium
E11948,22,PhD,IT,Technician,4,36,175,0.695,1,3,1,Low
E11949,34,Masters,Sales,Engineer,12,48,146,0.531,2,1,0,Medium
E11950,56,High School,IT,Analyst,38,42,152,0.466,1,0,0,Low
E11951,45,Masters,HR,Analyst,26,43,180,0.845,1,1,0,Medium
E11952,24,High School,Production,Manager,5,56,163,0.564,2,1,0,Medium
E11953,39,Masters,Sales,Analyst,20,36,167,0.384,5,3,0,Medium
E11954,58,Bachelors,IT,Engineer,40,39,127,0.854,2,1,1,Medium
E11955,37,Bachelors,Sales,Executive,17,28,173,0.783,5,2,0,Medium
E11956,42,High School,Finance,Operator,22,52,166,0.679,5,1,0,High
E11957,42,High School,R&D,Operator,26,42,159,0.535,5,1,0,Medium
E11958,47,Bachelors,Production,Executive,29,38,167,0.68,3,2,0,Medium
E11959,29,Masters,IT,Technician,10,37,152,0.919,5,2,0,High
E11960,53,Masters,R&D,Manager,32,34,148,0.409,3,3,0,Low
E11961,59,PhD,Sales,Technician,40,37,155,0.418,4,0,0,Medium
E11962,27,High School,IT,Operator,9,41,151,0.587,5,3,0,Medium
E11963,53,Bachelors,R&D,Executive,36,43,204,0.695,1,4,0,Low
E11964,53,Bachelors,Sales,Engineer,36,42,178,0.611,1,1,1,Medium
E11965,50,Bachelors,IT,Executive,28,45,141,0.816,1,1,1,Medium
E11966,36,Bachelors,HR,Operator,15,44,201,0.896,4,0,0,Medium
E11967,39,Bachelors,HR,Manager,22,43,151,0.75,3,0,0,Medium
E11968,53,Bachelors,Sales,Executive,35,43,161,0.801,2,1,0,Medium
E11969,27,High School,R&D,Executive,6,40,178,0.749,4,2,0,Medium
E11970,53,Bachelors,HR,Executive,35,33,121,0.702,1,7,0,Low
E11971,56,Bachelors,Sales,Executive,39,45,155,0.467,1,2,0,Low
E11972,47,High School,R&D,Engineer,26,44,149,0.515,3,3,0,Low
E11973,34,Masters,HR,Engineer,18,43,164,0.457,5,1,0,Medium
E11974,43,Bachelors,Sales,Engineer,27,42,167,0.673,4,2,0,Medium
E11975,23,Masters,R&D,Executive,3,34,158,0.742,4,1,0,Medium
E11976,57,Bachelors,Sales,Executive,36,57,158,0.439,4,1,0,Medium
E11977,35,Masters,Production,Technician,11,40,181,0.713,2,2,0,Low
E11978,24,Masters,R&D,Executive,2,43,166,0.542,3,2,0,Low
E11979,52,Masters,Production,Manager,31,25,161,0.508,5,1,0,Medium
E11980,46,Bachelors,Production,Analyst,28,46,163,0.587,4,0,0,Medium
E11981,45,Bachelors,Production,Manager,27,46,197,0.498,3,6,0,Low
E11982,24,High School,IT,Analyst,3,44,163,0.809,1,1,0,Medium
E11983,50,Bachelors,R&D,Technician,29,39,150,0.67,4,2,0,Medium
E11984,46,High School,Finance,Executive,27,35,122,0.847,2,1,0,Medium
E11985,52,Bachelors,Sales,Operator,32,31,131,0.62,2,2,0,Medium
E11986,53,High School,Production,Analyst,33,41,151,0.627,4,4,0,Medium
E11987,30,Bachelors,HR,Analyst,8,35,158,1.0,2,1,0,Medium
E11988,30,High School,Sales,Engineer,9,40,149,0.408,3,0,0,Medium
E11989,57,Bachelors,HR,Engineer,38,42,167,0.931,1,5,0,Low
E11990,42,Masters,HR,Executive,24,50,149,0.998,1,0,0,Medium
E11991,38,Masters,Sales,Executive,22,42,142,0.838,3,2,0,Medium
E11992,32,Bachelors,Finance,Technician,13,39,172,0.641,5,1,0,Medium
E11993,46,Bachelors,Sales,Executive,27,45,187,0.957,4,2,0,Medium
E11994,50,Bachelors,Production,Technician,28,33,138,0.642,3,4,0,Low
E11995,22,Bachelors,R&D,Analyst,0,31,165,0.573,5,1,0,Medium
E11996,43,Bachelors,Finance,Technician,29,37,122,0.63,2,2,0,Low
E11997,59,Bachelors,R&D,Analyst,39,35,131,0.597,5,2,0,Medium
E11998,32,PhD,Sales,Engineer,14,34,148,0.53,3,1,0,Low
E11999,32,High School,HR,Engineer,12,42,183,0.9,1,0,0,Medium
